homeowner_name,phone_number,street_address,city,state,damage_score
Homeowner,+140555538398,"388 W Robinson St, Norman, OK 73072","Nichols Hills",OK,
Homeowner,+140555538399,"389 W Robinson St, Norman, OK 73072","Nichols Hills",OK,
Homeowner,+140555538400,"390 W Robinson St, Norman, OK 73072","Nichols Hills",OK,
Homeowner,+140555538401,"391 W Robinson St, Norman, OK 73072","Nichols Hills",OK,
Homeowner,+140555538402,"392 W Robinson St, Norman, OK 73072","Nichols Hills",OK,
Homeowner,+140555538403,"393 W Robinson St, Norman, OK 73072","Nichols Hills",OK,
Homeowner,+140555538404,"394 W Robinson St, Norman, OK 73072","Nichols Hills",OK,
Homeowner,+140555538405,"395 W Robinson St, Norman, OK 73072","Nichols Hills",OK,
Homeowner,+140555538406,"396 W Robinson St, Norman, OK 73072","Nichols Hills",OK,
Homeowner,+140555538407,"397 W Robinson St, Norman, OK 73072","Nichols Hills",OK,
Homeowner,+140555538408,"398 W Robinson St, Norman, OK 73072","Nichols Hills",OK,
Homeowner,+140555538409,"399 W Robinson St, Norman, OK 73072","Nichols Hills",OK,
Homeowner,+140555538410,"400 W Robinson St, Norman, OK 73072","Nichols Hills",OK,
Homeowner,+140555538411,"100 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538412,"101 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538413,"102 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538414,"103 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538415,"104 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538416,"105 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538417,"106 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538418,"107 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538419,"108 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538420,"109 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538421,"110 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538422,"111 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538423,"112 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538424,"113 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538425,"114 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538426,"115 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538427,"116 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538428,"117 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538429,"118 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538430,"119 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538431,"120 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538432,"121 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538433,"122 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538434,"123 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538435,"124 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538436,"125 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538437,"126 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538438,"127 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538439,"128 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538440,"129 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538441,"130 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538442,"131 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538443,"132 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538444,"133 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538445,"134 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538446,"135 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538447,"136 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538448,"137 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538449,"138 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538450,"139 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538451,"140 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538452,"141 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538453,"142 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538454,"143 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538455,"144 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538456,"145 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538457,"146 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538458,"147 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538459,"148 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538460,"149 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538461,"150 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538462,"151 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538463,"152 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538464,"153 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538465,"154 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538466,"155 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538467,"156 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538468,"157 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538469,"158 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538470,"159 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538471,"160 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538472,"161 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538473,"162 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538474,"163 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538475,"164 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538476,"165 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538477,"166 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538478,"167 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538479,"168 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538480,"169 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538481,"170 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538482,"171 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538483,"172 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538484,"173 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538485,"174 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538486,"175 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538487,"176 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538488,"177 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538489,"178 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538490,"179 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538491,"180 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538492,"181 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538493,"182 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538494,"183 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538495,"184 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538496,"185 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538497,"186 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538498,"187 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538499,"188 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538500,"189 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538501,"190 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538502,"191 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538503,"192 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538504,"193 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538505,"194 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538506,"195 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538507,"196 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538508,"197 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538509,"198 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538510,"199 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538511,"200 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538512,"201 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538513,"202 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538514,"203 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538515,"204 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538516,"205 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538517,"206 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538518,"207 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538519,"208 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538520,"209 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538521,"210 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538522,"211 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538523,"212 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538524,"213 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538525,"214 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538526,"215 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538527,"216 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538528,"217 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538529,"218 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538530,"219 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538531,"220 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538532,"221 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538533,"222 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538534,"223 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538535,"224 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538536,"225 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538537,"226 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538538,"227 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538539,"228 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538540,"229 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538541,"230 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538542,"231 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538543,"232 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538544,"233 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538545,"234 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538546,"235 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538547,"236 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538548,"237 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538549,"238 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538550,"239 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538551,"240 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538552,"241 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538553,"242 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538554,"243 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538555,"244 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538556,"245 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538557,"246 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538558,"247 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538559,"248 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538560,"249 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538561,"250 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538562,"251 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538563,"252 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538564,"253 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538565,"254 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538566,"255 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538567,"256 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538568,"257 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538569,"258 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538570,"259 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538571,"260 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538572,"261 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538573,"262 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538574,"263 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538575,"264 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538576,"265 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538577,"266 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538578,"267 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538579,"268 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538580,"269 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538581,"270 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538582,"271 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538583,"272 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538584,"273 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538585,"274 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538586,"275 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538587,"276 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538588,"277 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538589,"278 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538590,"279 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538591,"280 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538592,"281 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538593,"282 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538594,"283 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538595,"284 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538596,"285 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538597,"286 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538598,"287 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538599,"288 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538600,"289 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538601,"290 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538602,"291 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538603,"292 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538604,"293 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538605,"294 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538606,"295 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538607,"296 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538608,"297 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538609,"298 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538610,"299 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538611,"300 E 15th St, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538612,"100 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538613,"101 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538614,"102 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538615,"103 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538616,"104 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538617,"105 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538618,"106 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538619,"107 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538620,"108 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538621,"109 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538622,"110 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538623,"111 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538624,"112 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538625,"113 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538626,"114 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538627,"115 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538628,"116 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538629,"117 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538630,"118 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538631,"119 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538632,"120 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538633,"121 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538634,"122 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538635,"123 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538636,"124 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538637,"125 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538638,"126 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538639,"127 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538640,"128 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538641,"129 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538642,"130 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538643,"131 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538644,"132 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538645,"133 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538646,"134 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538647,"135 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538648,"136 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538649,"137 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538650,"138 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538651,"139 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538652,"140 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538653,"141 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538654,"142 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538655,"143 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538656,"144 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538657,"145 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538658,"146 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538659,"147 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538660,"148 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538661,"149 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538662,"150 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538663,"151 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538664,"152 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538665,"153 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538666,"154 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538667,"155 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538668,"156 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538669,"157 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538670,"158 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538671,"159 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538672,"160 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538673,"161 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538674,"162 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538675,"163 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538676,"164 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538677,"165 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538678,"166 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538679,"167 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538680,"168 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538681,"169 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538682,"170 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538683,"171 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538684,"172 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538685,"173 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538686,"174 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538687,"175 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538688,"176 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538689,"177 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538690,"178 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538691,"179 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538692,"180 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538693,"181 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538694,"182 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538695,"183 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538696,"184 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538697,"185 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538698,"186 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538699,"187 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538700,"188 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538701,"189 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538702,"190 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538703,"191 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538704,"192 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538705,"193 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538706,"194 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538707,"195 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
Homeowner,+140555538708,"196 N Bryant Ave, Edmond, OK 73034","Nichols Hills",OK,
